id,name,grade,subject,marks
762,Pallavi Kapoor,10,Math,38
763,Aryan Nair,11,Math,95
764,Vikram Verma,12,History,97
765,Tanya Iyer,12,Science,82
766,Sanya Patel,10,History,40
767,Tanya Pillai,12,English,63
768,Yash Menon,9,Science,47
769,Arjun Krishnan,11,Geography,87
770,Gaurav Singh,9,History,88
771,Anjali Krishnan,12,Geography,65
772,Neha Verma,9,History,39
773,Sara Menon,10,Math,92
774,Devansh Nair,10,Science,51
775,Meera Malhotra,9,Computer Science,90
776,Kavya Thakur,10,Geography,68
777,Pooja Kumar,9,Math,84
778,Rajesh Reddy,11,English,93
779,Aditi Trivedi,12,Math,88
780,Rohan Kulkarni,9,Math,47
781,Riya Kaur,11,History,68
782,Sanya Sharma,12,Geography,95
783,Meera Nair,11,History,53
784,Sameer Nambiar,12,Math,85
785,Kabir Agarwal,10,Math,95
786,Yash Saxena,11,Math,78
787,Aditya Verma,11,History,47
788,Nisha Kulkarni,11,Computer Science,91
789,Pooja Joshi,12,Geography,46
790,Kavya Pillai,10,History,97
791,Vivek Kaur,11,Math,100
792,Ishita Iyer,11,Computer Science,99
793,Nikhil Kulkarni,9,Science,59
794,Kavya Thakur,9,Science,39
795,Dhruv Shah,11,Computer Science,60
796,Yash Patel,12,Geography,85
797,Vikram Krishnan,9,Science,82
798,Amit Nambiar,12,Science,95
799,Gaurav Bhat,11,English,55
800,Tanya Choudhary,9,English,38
801,Sanya Shah,10,Geography,62
802,Nisha Sharma,10,Computer Science,61
803,Yash Sharma,12,Geography,37
804,Aditi Kapoor,10,Computer Science,57
805,Pallavi Trivedi,9,Science,67
806,Pallavi Trivedi,11,Computer Science,70
807,Yuvraj Saxena,12,English,93
808,Tanya Desai,12,English,85
809,Gaurav Mehta,9,Geography,82
810,Rajesh Sharma,11,English,48
811,Neha Iyer,11,English,76
812,Yash Joshi,11,Science,54
813,Vivek Bose,10,Math,86
814,Pooja Krishnan,10,Computer Science,38
815,Amit Verma,11,History,86
816,Sanya Choudhary,9,Geography,59
817,Kabir Choudhary,10,Computer Science,95
818,Divya Chauhan,11,Science,58
819,Riya Mehta,12,Science,68
820,Rajesh Bose,10,Computer Science,77
821,Arjun Singh,11,Science,74
822,Aarohi Trivedi,11,English,68
823,Gaurav Verma,12,Math,95
824,Karan Kaur,9,History,59
825,Sara Mehta,12,Geography,73
826,Aarohi Shah,10,Science,60
827,Kabir Malhotra,12,Science,75
828,Devansh Bose,9,History,77
829,Devansh Gupta,9,Math,92
830,Yash Desai,10,Geography,55
831,Amit Trivedi,9,Science,90
832,Yuvraj Reddy,12,History,84
833,Aditi Shah,10,Computer Science,82
834,Aditi Saxena,11,Geography,59
835,Rahul Krishnan,9,Computer Science,66
836,Nisha Agarwal,11,English,51
837,Priya Reddy,11,Science,43
838,Meera Verma,11,History,78
839,Yuvraj Saxena,10,English,97
840,Divya Bose,10,Science,86
841,Rahul Singh,10,Computer Science,51
842,Aryan Choudhary,9,Geography,99
843,Ishita Mehta,11,Computer Science,39
844,Sanya Saxena,11,Geography,41
845,Pallavi Shah,9,Computer Science,37
846,Karan Agarwal,9,History,91
847,Sanya Mehta,11,History,54
848,Aryan Agarwal,9,English,88
849,Priya Krishnan,11,Geography,52
850,Aarohi Thakur,9,Geography,50
851,Riya Mehta,9,History,60
852,Pallavi Desai,11,Geography,60
853,Divya Agarwal,12,English,55
854,Meera Bhat,12,Science,96
855,Kabir Singh,9,Math,46
856,Vikram Thakur,12,Science,46
857,Sara Iyer,9,English,64
858,Dhruv Verma,11,History,41
859,Priya Thakur,10,Math,72
860,Manav Trivedi,11,History,49
861,Priya Kaur,9,Math,52
862,Ishita Gupta,11,History,69
863,Arjun Patel,11,Science,49
864,Nikhil Reddy,12,English,84
865,Neha Trivedi,12,Computer Science,56
866,Vikram Kulkarni,9,Science,48
867,Aarohi Kumar,12,Geography,91
868,Devansh Nambiar,12,English,38
869,Ananya Kapoor,12,Math,87
870,Simran Shah,9,English,75
871,Aditi Agarwal,10,Computer Science,78
872,Vivek Chauhan,9,History,66
873,Neha Patel,12,Science,41
874,Aditi Sharma,10,Geography,95
875,Amit Kaur,10,Math,97
876,Pooja Singh,11,English,41
877,Sara Singh,12,History,65
878,Arjun Pillai,12,Geography,92
879,Arjun Kaur,12,History,75
880,Vikram Kapoor,9,Math,86
881,Aarohi Shah,9,Math,73
882,Sara Bhat,10,Computer Science,93
883,Kabir Patel,9,Science,93
884,Kabir Bhat,12,Computer Science,81
885,Simran Mehta,9,Computer Science,63
886,Aditi Gupta,11,Computer Science,72
887,Rajesh Chauhan,11,Computer Science,48
888,Meera Saxena,10,History,52
889,Aarohi Mehta,11,Geography,60
890,Kavya Mehta,12,Science,93
891,Kavya Agarwal,11,Math,88
892,Meera Kumar,9,History,93
893,Gaurav Chauhan,10,History,35
894,Vivek Choudhary,9,Geography,90
895,Gaurav Kapoor,10,Computer Science,57
896,Ananya Mehta,12,Computer Science,76
897,Sara Saxena,12,History,66
898,Yash Reddy,11,English,92
899,Ananya Kulkarni,12,Geography,100
900,Aditya Thakur,11,Computer Science,62
901,Kavya Desai,11,Computer Science,79
902,Ananya Agarwal,10,Geography,76
903,Vikram Bose,11,Geography,96
904,Gaurav Menon,12,Computer Science,71
905,Yuvraj Trivedi,9,Geography,48
906,Rahul Reddy,10,Math,42
907,Kavya Joshi,10,English,67
908,Rohan Thakur,9,Computer Science,72
909,Aryan Bose,9,English,92
910,Priya Nambiar,10,Computer Science,84
911,Siddharth Chauhan,11,Computer Science,41
912,Sanya Reddy,12,Computer Science,75
913,Rajesh Shah,9,Computer Science,67
914,Kavya Nambiar,12,Science,82
915,Gaurav Bhat,10,Computer Science,59
916,Riya Pillai,10,Computer Science,44
917,Devansh Nair,9,History,40
918,Yuvraj Joshi,11,Science,55
919,Gaurav Kaur,11,Math,77
920,Dhruv Agarwal,10,Math,54
921,Pooja Nambiar,9,Computer Science,73
922,Amit Trivedi,11,Math,75
923,Vivek Singh,10,Geography,43
924,Sara Nair,12,Geography,86
925,Arjun Patel,10,Science,77
926,Kabir Patel,11,Science,95
927,Rajesh Thakur,9,Math,79
928,Simran Singh,10,Math,76
929,Sanya Kumar,9,History,67
930,Anjali Choudhary,11,Math,82
931,Sara Trivedi,12,History,40
932,Riya Saxena,10,English,100
933,Arjun Mehta,10,Geography,35
934,Sneha Desai,10,Computer Science,89
935,Priya Desai,12,Computer Science,44
936,Rohan Rao,12,Computer Science,77
937,Meera Iyer,9,Math,57
938,Tanya Bhat,9,Geography,64
939,Tanya Malhotra,12,History,86
940,Yuvraj Gupta,9,History,50
941,Anjali Rao,9,Computer Science,40
942,Sneha Patel,9,English,73
943,Pallavi Iyer,11,History,83
944,Nikhil Thakur,9,History,55
945,Anjali Singh,10,Computer Science,85
946,Anjali Verma,10,English,82
947,Aditi Bhat,10,Math,40
948,Aditi Menon,12,Geography,45
949,Aditya Desai,11,Science,87
950,Sara Kulkarni,10,Science,63
951,Sameer Thakur,11,Science,49
952,Devansh Krishnan,9,Geography,94
953,Rajesh Iyer,11,Computer Science,43
954,Tanya Mehta,10,Computer Science,97
955,Kabir Patel,10,Computer Science,65
956,Priya Verma,9,Science,75
957,Amit Pillai,11,Geography,74
958,Gaurav Kulkarni,11,English,89
959,Ishita Rao,11,Science,63
960,Yuvraj Joshi,11,Science,77
961,Neha Pillai,12,English,74
962,Amit Bhat,9,Science,45
963,Yash Kaur,10,Geography,60
964,Tanya Choudhary,9,Computer Science,44
965,Rahul Kaur,9,Geography,86
966,Gaurav Desai,9,Geography,68
967,Anjali Saxena,12,Computer Science,54
968,Manav Reddy,10,Geography,72
969,Ananya Pillai,9,History,81
970,Sara Rao,10,Geography,56
971,Sara Kulkarni,12,Science,57
972,Shreya Menon,10,Computer Science,96
973,Divya Shah,10,History,64
974,Sneha Joshi,11,Science,40
975,Aryan Chauhan,11,History,95
976,Dhruv Saxena,9,Math,76
977,Priya Agarwal,11,Computer Science,68
978,Gaurav Bhat,10,History,83
979,Manav Menon,9,Geography,67
980,Sanya Kumar,10,Geography,86
981,Divya Thakur,11,History,96
982,Pallavi Rao,10,History,56
983,Nisha Iyer,11,Science,54
984,Devansh Nair,11,Geography,50
985,Nisha Malhotra,11,Computer Science,49
986,Neha Krishnan,12,History,61
987,Gaurav Nair,12,Math,66
988,Meera Kulkarni,10,Science,100
989,Meera Saxena,10,Math,56
990,Tanya Kumar,10,Geography,86
991,Pallavi Menon,9,Computer Science,71
992,Arjun Desai,12,Geography,95
993,Neha Nair,10,History,53
994,Gaurav Thakur,10,Geography,100
995,Tanya Nair,11,History,43
996,Nisha Reddy,12,Science,48
997,Rahul Desai,12,Science,47
998,Devansh Kapoor,9,Geography,99
999,Vikram Iyer,12,Computer Science,51
1000,Pallavi Bhat,9,Computer Science,90
1001,Vivek Malhotra,11,Math,89
1002,Nisha Trivedi,12,History,79
1003,Gaurav Trivedi,9,History,52
1004,Tanya Kapoor,10,Math,71
1005,Pallavi Saxena,12,English,59
1006,Aditi Agarwal,9,Geography,50
1007,Vivek Rao,12,Computer Science,61
1008,Pooja Malhotra,11,Math,54
1009,Yuvraj Sharma,11,English,89
1010,Shreya Patel,11,Computer Science,85
1011,Aryan Malhotra,12,Science,82
1012,Rajesh Bhat,12,English,74
1013,Shreya Patel,12,Computer Science,52
1014,Vikram Choudhary,10,History,55
1015,Priya Desai,12,English,41
1016,Ishita Reddy,9,Math,53
1017,Neha Kumar,12,Math,43
1018,Tanya Singh,11,Math,39
1019,Sanya Kumar,12,Geography,71
1020,Pallavi Shah,10,Computer Science,98
1021,Simran Rao,10,Computer Science,71
1022,Kavya Shah,10,Geography,56
1023,Meera Patel,10,Computer Science,35
1024,Ishita Iyer,11,History,80
1025,Nikhil Reddy,10,Geography,36
1026,Sneha Kumar,9,Geography,71
1027,Rajesh Kumar,11,English,70
1028,Nisha Nambiar,10,History,86
1029,Shreya Rao,11,Science,87
1030,Sara Mehta,9,Geography,72
1031,Kabir Mehta,11,Geography,67
1032,Simran Reddy,12,Science,78
1033,Dhruv Krishnan,12,Geography,38
1034,Neha Mehta,11,Math,83
1035,Nisha Krishnan,10,English,87
1036,Divya Chauhan,9,Computer Science,68
1037,Siddharth Verma,9,History,78
1038,Sneha Bhat,10,History,75
1039,Divya Desai,11,Science,59
1040,Amit Choudhary,10,Science,65
1041,Tanya Desai,10,Science,66
1042,Sameer Patel,10,Math,50
1043,Arjun Krishnan,12,Geography,35
1044,Anjali Shah,12,English,75
1045,Amit Saxena,11,History,58
1046,Sara Joshi,12,Science,51
1047,Karan Chauhan,12,History,39
1048,Sara Patel,12,Computer Science,57
1049,Dhruv Mehta,12,English,36
1050,Aditi Krishnan,10,History,47
1051,Pooja Patel,11,Science,68
1052,Siddharth Joshi,12,Geography,78
1053,Manav Nair,12,History,61
1054,Aarohi Agarwal,11,English,86
1055,Yash Pillai,10,Geography,51
1056,Shreya Krishnan,10,Math,69
1057,Siddharth Bhat,12,History,60
1058,Rohan Trivedi,10,History,36
1059,Devansh Malhotra,12,Science,75
1060,Amit Verma,11,Geography,41
1061,Nikhil Mehta,10,Math,62
1062,Tanya Kapoor,9,History,77
1063,Tanya Patel,11,Geography,67
1064,Divya Rao,12,Math,79
1065,Pallavi Desai,10,English,80
1066,Pooja Krishnan,12,Computer Science,92
1067,Arjun Reddy,11,History,53
1068,Ishita Sharma,11,History,86
1069,Sneha Iyer,10,English,64
1070,Pooja Gupta,11,Computer Science,69
1071,Pallavi Sharma,12,English,91
1072,Manav Choudhary,12,History,56
1073,Devansh Kaur,9,Science,65
1074,Tanya Choudhary,9,Science,56
1075,Nikhil Mehta,9,Math,95
1076,Rajesh Shah,9,History,45
1077,Priya Joshi,10,Math,84
1078,Aditya Singh,10,Computer Science,71
1079,Simran Sharma,10,Science,56
1080,Rahul Shah,11,English,95
1081,Dhruv Kaur,11,Geography,91
1082,Ananya Agarwal,10,Geography,93
1083,Shreya Malhotra,11,English,96
1084,Anjali Singh,9,History,74
1085,Manav Malhotra,11,Science,73
1086,Aditi Rao,10,English,71
1087,Neha Bhat,9,Computer Science,97
1088,Neha Verma,9,History,72
1089,Pallavi Singh,9,Geography,82
1090,Kavya Malhotra,12,History,66
1091,Ishita Agarwal,12,History,63
1092,Tanya Iyer,12,Computer Science,65
1093,Vivek Bose,11,English,69
1094,Aarohi Desai,9,Science,52
1095,Riya Mehta,12,Geography,92
1096,Yash Agarwal,12,Science,76
1097,Rahul Kulkarni,9,Geography,37
1098,Devansh Mehta,11,English,51
1099,Simran Choudhary,9,Science,46
1100,Rohan Rao,12,Science,78
1101,Aarohi Verma,12,English,94
1102,Meera Gupta,9,Science,42
1103,Yash Bose,12,Math,95
1104,Devansh Desai,11,History,36
1105,Vikram Bose,10,History,91
1106,Siddharth Choudhary,9,Science,93
1107,Priya Chauhan,10,History,84
1108,Aditya Kumar,11,Science,40
1109,Rajesh Chauhan,9,English,96
1110,Aditya Desai,11,Math,62
1111,Vikram Singh,12,English,36
1112,Ishita Trivedi,11,Geography,50
1113,Nikhil Trivedi,10,Math,40
1114,Gaurav Trivedi,12,Computer Science,54
1115,Manav Bose,9,Science,55
1116,Amit Iyer,11,Computer Science,42
1117,Karan Patel,10,Computer Science,48
1118,Ananya Kapoor,10,English,79
1119,Simran Choudhary,10,Math,83
1120,Divya Choudhary,10,English,40
1121,Amit Agarwal,12,Geography,72
1122,Anjali Agarwal,12,Science,58
1123,Anjali Patel,11,Computer Science,94
1124,Yash Kaur,10,Math,54
1125,Simran Verma,11,Geography,81
1126,Dhruv Rao,12,Computer Science,58
1127,Rahul Nambiar,11,Geography,65
1128,Pooja Choudhary,9,Computer Science,84
1129,Kavya Chauhan,12,Geography,54
1130,Sameer Verma,11,History,76
1131,Vikram Mehta,9,Math,51
1132,Devansh Kaur,9,Science,48
1133,Amit Desai,9,Math,84
1134,Amit Chauhan,11,Math,81
1135,Nisha Nambiar,9,Math,61
1136,Amit Kumar,9,History,42
1137,Manav Bhat,12,English,42
1138,Sameer Joshi,9,Computer Science,44
1139,Aditya Iyer,10,Geography,47
1140,Priya Choudhary,10,Geography,84
1141,Kavya Desai,10,Geography,57
1142,Rajesh Choudhary,12,Computer Science,48
1143,Shreya Patel,12,Computer Science,89
1144,Priya Nair,10,Geography,86
1145,Sara Gupta,10,Geography,91
1146,Divya Saxena,11,Geography,76
1147,Manav Malhotra,12,Computer Science,76
1148,Pallavi Singh,10,History,67
1149,Manav Pillai,12,History,35
1150,Meera Verma,9,Geography,52
1151,Aditya Rao,11,Science,62
1152,Pooja Rao,11,Geography,100
1153,Rajesh Menon,10,Math,39
1154,Dhruv Patel,10,Science,68
1155,Manav Saxena,10,Science,67
1156,Aditya Iyer,12,Geography,62
1157,Sneha Choudhary,11,History,57
1158,Amit Thakur,9,Geography,73
1159,Meera Choudhary,12,Math,42
1160,Kabir Patel,12,History,50
1161,Nisha Choudhary,9,Computer Science,83
1162,Karan Verma,9,English,54
1163,Pooja Chauhan,10,Science,41
1164,Nikhil Pillai,9,Science,90
1165,Riya Trivedi,12,Science,51
1166,Kabir Iyer,12,Geography,41
1167,Rajesh Reddy,11,Math,86
1168,Sara Malhotra,10,Science,96
1169,Rajesh Desai,12,History,60
1170,Rajesh Nambiar,10,Science,44
1171,Yash Bose,12,English,46
1172,Vikram Krishnan,12,History,81
1173,Divya Desai,11,English,38
1174,Aditya Nair,11,Geography,91
1175,Sameer Kulkarni,12,Math,64
1176,Kavya Krishnan,11,Science,45
1177,Vikram Choudhary,9,Science,53
1178,Riya Rao,11,Computer Science,49
1179,Aditya Pillai,12,Math,77
1180,Aryan Choudhary,10,Science,68
1181,Rajesh Kapoor,10,Computer Science,37
1182,Sanya Menon,9,English,56
1183,Karan Verma,10,Computer Science,69
1184,Karan Pillai,9,Math,84
1185,Yash Krishnan,11,Math,37
1186,Riya Kaur,12,Science,83
1187,Sara Agarwal,9,English,97
1188,Pallavi Bhat,9,Science,60
1189,Sara Pillai,9,Math,66
1190,Vivek Verma,11,History,85
1191,Ishita Rao,11,Computer Science,80
1192,Divya Sharma,11,Science,99
1193,Yash Trivedi,9,Computer Science,67
1194,Sanya Saxena,9,Geography,70
1195,Nisha Kulkarni,11,History,52
1196,Arjun Choudhary,12,Geography,64
1197,Aarohi Singh,10,History,74
1198,Pallavi Gupta,12,Geography,51
1199,Aryan Sharma,10,Geography,60
1200,Ananya Verma,10,History,53
1201,Shreya Kumar,10,English,43
1202,Rajesh Bhat,9,Science,75
1203,Rohan Choudhary,9,English,87
1204,Aarohi Verma,12,Computer Science,70
1205,Rohan Bose,10,Math,51
1206,Devansh Rao,11,Geography,64
1207,Pallavi Singh,10,Computer Science,38
1208,Divya Iyer,12,Science,99
1209,Pallavi Kapoor,11,Science,84
1210,Amit Kapoor,10,Science,59
1211,Nisha Shah,12,Math,69
1212,Aarohi Singh,10,Science,43
1213,Devansh Kumar,12,Geography,97
1214,Pooja Kaur,12,Science,89
1215,Nikhil Bose,9,Geography,83
1216,Pooja Reddy,9,Geography,48
1217,Simran Pillai,9,Science,85
1218,Meera Bhat,12,Geography,41
1219,Kavya Verma,12,History,73
1220,Riya Pillai,10,History,72
1221,Sameer Kumar,9,Computer Science,53
1222,Dhruv Thakur,12,Math,99
1223,Vikram Nair,10,History,87
1224,Pooja Pillai,9,Science,93
1225,Gaurav Saxena,10,History,46
1226,Tanya Gupta,10,Computer Science,50
1227,Arjun Mehta,12,Computer Science,81
1228,Arjun Chauhan,12,Computer Science,100
1229,Sameer Nair,12,Geography,83
1230,Meera Bose,10,English,54
1231,Ishita Kaur,10,Science,41
1232,Aarohi Verma,11,Computer Science,92
1233,Riya Sharma,10,Math,51
1234,Kavya Rao,11,Math,93
1235,Amit Kaur,12,Geography,35
1236,Pallavi Saxena,12,Science,62
1237,Gaurav Krishnan,12,History,87
1238,Simran Iyer,9,Science,70
1239,Sameer Sharma,10,Math,58
1240,Rohan Shah,11,Math,53
1241,Meera Krishnan,11,English,46
1242,Karan Mehta,12,Science,55
1243,Riya Nambiar,10,History,81
1244,Meera Iyer,11,English,82
1245,Sanya Thakur,9,History,43
1246,Riya Kapoor,10,Math,70
1247,Kabir Chauhan,12,Geography,61
1248,Aryan Nambiar,9,Math,46
1249,Neha Choudhary,11,History,75
1250,Tanya Chauhan,11,Science,98
1251,Vivek Choudhary,12,History,58
1252,Sameer Singh,11,Science,35
1253,Vikram Rao,12,Computer Science,50
1254,Aryan Trivedi,12,History,40
1255,Kabir Patel,10,Math,60
1256,Riya Joshi,9,English,73
1257,Sara Bhat,11,Math,49
1258,Kabir Gupta,12,Computer Science,38
1259,Devansh Desai,11,English,96
1260,Neha Trivedi,9,Computer Science,52
1261,Neha Kulkarni,12,Geography,77
1262,Dhruv Trivedi,12,Computer Science,42
1263,Vivek Verma,11,Geography,37
1264,Aryan Menon,11,English,43
1265,Rohan Joshi,9,English,83
1266,Anjali Thakur,10,Geography,84
1267,Devansh Nambiar,9,English,75
1268,Meera Joshi,12,Math,98
1269,Siddharth Patel,12,English,62
1270,Vivek Verma,10,Math,82
1271,Meera Bose,10,Math,91
1272,Sara Rao,12,Geography,54
1273,Kavya Gupta,12,Computer Science,74
1274,Pooja Kulkarni,9,Geography,51
1275,Aryan Choudhary,9,History,84
1276,Vivek Mehta,9,English,40
1277,Pallavi Kaur,9,English,94
1278,Meera Mehta,11,Math,74
1279,Aryan Gupta,10,Science,71
1280,Yash Bhat,11,History,50
1281,Yash Kulkarni,10,English,49
1282,Aditi Nambiar,9,Science,79
1283,Rajesh Gupta,11,Science,71
1284,Shreya Singh,10,Math,74
1285,Sameer Saxena,11,Geography,91
1286,Karan Kulkarni,9,History,41
1287,Priya Reddy,9,Math,89
1288,Nikhil Nair,12,Geography,80
1289,Aditya Gupta,10,Computer Science,45
1290,Dhruv Menon,10,Math,94
1291,Priya Pillai,11,Computer Science,94
1292,Neha Singh,10,Science,68
1293,Manav Reddy,10,Computer Science,77
1294,Pooja Pillai,12,Math,43
1295,Neha Mehta,11,History,94
1296,Ishita Verma,11,Geography,51
1297,Sara Mehta,12,Computer Science,48
1298,Pooja Bhat,9,English,94
1299,Nikhil Menon,12,Science,66
1300,Rajesh Nair,12,History,43
1301,Kabir Desai,12,History,78
1302,Anjali Agarwal,10,Science,44
1303,Shreya Thakur,12,Math,94
1304,Pooja Bhat,9,History,57
1305,Aditya Reddy,9,Geography,48
1306,Pallavi Bose,12,English,98
1307,Karan Iyer,10,Science,35
1308,Rohan Krishnan,10,History,72
1309,Sanya Nambiar,12,Science,61
1310,Pooja Verma,11,History,79
1311,Arjun Menon,9,Geography,100
1312,Nikhil Kaur,10,English,42
1313,Manav Saxena,9,Math,80
1314,Vikram Kaur,11,Math,65
1315,Yuvraj Agarwal,12,Computer Science,75
1316,Sanya Reddy,12,History,62
1317,Devansh Kapoor,10,Science,84
1318,Manav Thakur,12,Science,71
1319,Ananya Kulkarni,9,Math,37
1320,Rohan Choudhary,12,Computer Science,90
1321,Ananya Iyer,10,Computer Science,88
1322,Dhruv Saxena,12,Geography,58
1323,Dhruv Chauhan,12,Geography,92
1324,Sanya Patel,10,Science,89
1325,Pallavi Rao,12,Computer Science,65
1326,Sara Joshi,12,Geography,81
1327,Meera Shah,12,Computer Science,82
1328,Vikram Menon,12,Computer Science,45
1329,Rohan Choudhary,11,History,45
1330,Vivek Saxena,9,Science,95
1331,Sneha Krishnan,11,Geography,41
1332,Kabir Bhat,9,History,93
1333,Sara Saxena,12,Geography,77
1334,Aarohi Patel,11,English,56
1335,Meera Agarwal,11,Computer Science,68
1336,Karan Sharma,12,Geography,56
1337,Shreya Shah,11,Computer Science,38
1338,Riya Kapoor,9,Science,99
1339,Sneha Kaur,11,English,51
1340,Sameer Joshi,11,English,36
1341,Vikram Nambiar,10,Geography,54
1342,Simran Patel,10,English,65
1343,Amit Nair,9,English,45
1344,Rohan Nambiar,10,History,87
1345,Sanya Singh,12,Computer Science,56
1346,Aryan Menon,11,Math,68
1347,Vikram Shah,10,History,86
1348,Neha Verma,12,Computer Science,64
1349,Sanya Krishnan,12,History,68
1350,Rohan Chauhan,12,Math,71
1351,Simran Reddy,11,Geography,40
1352,Priya Kumar,11,History,69
1353,Kabir Joshi,11,Math,67
1354,Gaurav Reddy,12,Computer Science,65
1355,Gaurav Bose,10,Geography,78
1356,Devansh Gupta,9,Computer Science,36
1357,Sneha Rao,12,Math,48
1358,Simran Patel,10,Computer Science,71
1359,Tanya Desai,9,Math,46
1360,Karan Nambiar,10,Geography,50
1361,Vikram Iyer,10,History,58
1362,Vikram Agarwal,10,English,72
1363,Dhruv Krishnan,9,Computer Science,93
1364,Yash Bose,12,Computer Science,76
1365,Tanya Nair,9,English,42
1366,Sanya Reddy,11,Math,68
1367,Tanya Nair,12,Math,97
1368,Kavya Nambiar,12,Science,97
1369,Priya Kulkarni,12,Science,48
1370,Simran Agarwal,11,Math,39
1371,Sneha Iyer,11,History,37
1372,Amit Kulkarni,9,Math,84
1373,Yash Kulkarni,11,History,35
1374,Sara Agarwal,12,History,90
1375,Nikhil Kaur,9,Geography,63
1376,Aditi Reddy,12,Math,80
1377,Kabir Krishnan,11,History,42
1378,Arjun Patel,11,Math,93
1379,Riya Sharma,10,Science,40
1380,Sanya Krishnan,10,English,84
1381,Priya Sharma,11,History,45
1382,Simran Choudhary,10,Science,39
1383,Kavya Rao,10,History,84
1384,Sneha Trivedi,11,History,92
1385,Rahul Shah,11,Math,78
1386,Meera Reddy,9,Science,93
1387,Anjali Kulkarni,10,Math,39
1388,Rohan Kapoor,9,History,40
1389,Siddharth Agarwal,10,Math,57
1390,Karan Saxena,11,Math,93
1391,Sameer Nair,9,Math,49
